,Time Window,Mac,RSSI,Frame_length,MAC Period,Occurrences,Fingerprint,No.,latitude,longitude,gnss_altitude,Classification,utm_x,utm_y,distance
778,1325.0,56:01:80:05:e1:b7,-95.0,34.8,10.6,1.0,a,26121566,58.6633606,16.45750427,200.8000031,23.0,584548.6888246543,6503486.603626116,108.90229622637305
795,1325.0,f8:9d:15:b9:7a:57,-98.0,8.0,10.6,0.2,a,26121568,58.6633606,16.45750427,200.8000031,30.0,584548.6888246543,6503486.603626116,140.6527242105238
781,1325.0,5a:8c:28:43:c6:5c,-100.0,18.0,10.6,0.2,a,26121571,58.6633606,16.45750427,200.8000031,35.0,584548.6888246543,6503486.603626116,166.81005372000593
784,1325.0,67:7f:73:40:8d:90,-97.0,17.0,10.6,0.2,a,26121577,58.6633606,16.45750427,200.8000031,61.0,584548.6888246543,6503486.603626116,129.1549665014884
788,1325.0,76:8c:e8:3c:bc:a5,-97.5,18.0,10.6,0.4,a,26121580,58.6633606,16.45750427,200.8000031,26.0,584548.6888246543,6503486.603626116,134.78129649084582
782,1325.0,5a:e8:e6:14:9b:ff,-97.0,18.0,10.6,0.2,a,26121589,58.6633606,16.45750427,200.8000031,19.0,584548.6888246543,6503486.603626116,129.1549665014884
793,1325.0,e8:a8:e0:28:59:e0,-98.0,27.0,10.6,0.4,a,26121591,58.663534165,16.45757675,201.0999985,21.0,584552.472971865,6503506.017670739,140.6527242105238
776,1325.0,30:af:7e:d7:e2:c4,-97.0,33.0,10.6,0.6,Grundfos,26121602,58.66382471666666,16.457663216666667,200.33333336666666,54.0,584556.7852736355,6503538.473267218,129.1549665014884
770,1325.0,00:15:f3:25:90:c1,-97.5,31.0,2.1168800000000374,1.2,3M CH1-0C1,26121604,58.66392326333334,16.457685468333334,199.26666516666668,33.0,584557.8374754351,6503549.472342443,134.78129649084582
777,1325.0,43:04:ad:98:25:01,-99.0,17.0,10.6,0.2,a,26121607,58.66370773,16.45764923,201.3999939,63.0,584556.2570764577,6503525.431719822,153.17404637020798
792,1325.0,d4:5c:f0:4d:b8:06,-98.0,27.0,10.6,0.2,Q_670E335B,26121636,58.66388321,16.45767021,199.8000031,3.0,584557.0493700523,6503544.994041038,140.6527242105238
783,1325.0,60:18:fc:6c:6b:20,-97.0,17.0,10.6,0.2,a,26121646,58.66388321,16.45767021,199.8000031,7.0,584557.0493700523,6503544.994041038,129.1549665014884
774,1325.0,21:80:c4:b4:6f:56,-97.5,31.0,10.6,0.4,a,26121647,58.66388321,16.45767021,199.8000031,50.0,584557.0493700523,6503544.994041038,134.78129649084582
786,1325.0,74:cf:ba:04:75:56,-97.0,17.0,10.6,0.2,a,26121661,58.66405487,16.4577198,197.3999939,20.0,584559.5103405572,6503564.167157865,129.1549665014884
779,1325.0,58:6e:74:23:fd:d5,-102.0,18.0,10.6,0.2,a,26121665,58.66405487,16.4577198,197.3999939,53.0,584559.5103405572,6503564.167157865,197.83188827841644
796,1330.0,00:15:f3:25:90:c1,-99.0,31.0,10.6,0.2,3M CH1-0C1,26121671,58.66416168,16.45774269,197.0,33.0,584560.5795529217,6503576.086981126,153.17404637020798
814,1330.0,c5:7b:cc:06:8a:51,-91.0,39.86046511627907,10.6,8.6,a,26121672,58.66433831186047,16.45778842162791,196.6674400162791,1.0,584562.8046543748,6503595.808745039,77.4263682681127
809,1330.0,60:18:fc:6c:6b:20,-93.5,17.0,10.6,0.4,a,26121678,58.664249420000004,16.457768440000002,197.0,7.0,584561.8607893442,6503585.887381796,95.82558549602649
818,1330.0,e8:a8:e0:28:59:e0,-92.0,27.0,10.6,0.6,a,26121680,58.664398193333334,16.457798636666666,196.26666260000002,21.0,584563.2522372683,6503602.488120778,84.31909292866256
799,1330.0,40:4e:de:a3:55:82,-96.0,17.0,10.6,1.8,a,26121681,58.66433843000001,16.45778783,196.6333313,59.0,584562.7700529727,6503595.8211514,118.59710123376694
808,1330.0,5e:56:88:7a:1d:09,-93.0,17.0,10.6,0.4,a,26121682,58.664249420000004,16.457768440000002,197.0,49.0,584561.8607893442,6503585.887381796,91.82542835656287
813,1330.0,76:8c:e8:3c:bc:a5,-94.5,18.0,10.6,2.8,a,26121683,58.66443988357143,16.457811352857142,196.29285322142854,26.0,584563.8889107113,6503607.145452496,104.35626297753913
802,1330.0,4c:0d:9e:71:79:2d,-95.0,17.0,10.6,0.6,a,26121686,58.664398193333334,16.457798636666666,196.26666260000002,15.0,584563.2522372683,6503602.488120778,108.90229622637305
804,1330.0,58:6e:74:23:fd:d5,-94.0,31.125,10.6,3.2,a,26121690,58.66438245875,16.457799910000002,196.5874977125,53.0,584563.3641692939,6503600.738023228,100.0
816,1330.0,d3:7a:34:8e:16:cc,-94.5,27.0,10.6,0.4,a,26121692,58.664249420000004,16.457768440000002,197.0,25.0,584561.8607893442,6503585.887381796,104.35626297753913
812,1330.0,67:7f:73:40:8d:90,-98.5,17.0,10.6,1.2,a,26121705,58.664426805000005,16.457810400000003,196.44999695,61.0,584563.8652927494,6503605.688237251,146.7799267622069
810,1330.0,63:35:fa:c5:7a:89,-98.0,17.0,10.6,0.6,a,26121708,58.66433716,16.45779419,197.0,17.0,584563.1420180562,6503595.68778306,140.6527242105238
815,1330.0,d0:46:7a:34:82:2b,-94.0,8.0,10.6,0.6,a,26121709,58.664396923333335,16.457804996666667,196.6333313,39.0,584563.6242017447,6503602.354752489,100.0
807,1330.0,5b:de:20:2b:41:19,-98.0,17.0,10.6,0.2,a,26121711,58.66433716,16.45779419,197.0,63.0,584563.1420180562,6503595.68778306,140.6527242105238
805,1330.0,5a:8c:28:43:c6:5c,-98.0,18.0,10.6,1.2,a,26121719,58.664426805000005,16.457810400000003,196.44999695,35.0,584563.8652927494,6503605.688237251,140.6527242105238
806,1330.0,5a:e8:e6:14:9b:ff,-98.0,18.0,10.6,1.0,a,26121730,58.664408876,16.457807158,196.55999756,19.0,584563.7206382137,6503603.688146391,140.6527242105238
800,1330.0,44:20:a9:69:0c:92,-92.0,18.0,10.6,1.0,a,26121731,58.664408876,16.457807158,196.55999756,16.0,584563.7206382137,6503603.688146391,84.31909292866256
801,1330.0,47:2a:97:bc:49:88,-96.0,17.0,10.6,0.4,a,26121736,58.664426805000005,16.4578104,196.44999695,48.0,584563.8652927491,6503605.688237251,118.59710123376694
820,1330.0,f8:9d:15:b9:7a:57,-96.0,8.0,10.6,0.6,a,26121737,58.664456686666675,16.457815803333336,196.26666260000002,30.0,584564.1063831943,6503609.0217220485,118.59710123376694
819,1330.0,f7:f2:15:ab:d7:f9,-95.0,8.0,10.6,0.4,a,26121741,58.664426805000005,16.4578104,196.44999695,8.0,584563.8652927491,6503605.688237251,108.90229622637305
803,1330.0,52:d9:e5:be:00:d9,-97.5,17.0,10.6,1.2,a,26121743,58.664426805000005,16.457810400000003,196.44999695,0.0,584563.8652927494,6503605.688237251,134.78129649084582
798,1330.0,18:ee:69:06:f1:7a,-97.0,15.0,10.6,0.2,a,26121745,58.66433716,16.45779419,197.0,46.0,584563.1420180562,6503595.68778306,129.1549665014884
817,1330.0,d4:5c:f0:4d:b8:06,-96.5,27.0,10.6,0.4,Q_670E335B,26121774,58.66451645,16.45782661,195.8999939,3.0,584564.5885624049,6503615.688691733,123.76350284724813
797,1330.0,0d:60:36:f9:12:1f,-96.0,31.0,10.6,0.2,a,26121812,58.66451645,16.45782661,195.8999939,10.0,584564.5885624049,6503615.688691733,118.59710123376694
821,1330.0,fc:39:7f:f7:4e:44,-97.0,8.0,10.6,0.2,a,26121814,58.66451645,16.45782661,195.8999939,30.0,584564.5885624049,6503615.688691733,129.1549665014884
830,1335.0,5b:de:20:2b:41:19,-100.0,17.0,10.6,0.2,a,26121842,58.66451645,16.45782661,195.8999939,63.0,584564.5885624049,6503615.688691733,166.81005372000593
843,1335.0,f7:f2:15:ab:d7:f9,-101.0,8.0,10.6,0.2,a,26121843,58.66451645,16.45782661,195.8999939,8.0,584564.5885624049,6503615.688691733,181.65997883753266
837,1335.0,c5:7b:cc:06:8a:51,-93.0,37.0,1.105314000000135,2.0,a,26121844,58.664670181,16.45785198,195.55999756,1.0,584565.688030892,6503632.83527512,91.82542835656287
828,1335.0,52:d9:e5:be:00:d9,-96.0,17.0,10.6,1.0,a,26121845,58.664659882,16.457840346,196.2999939,0.0,584565.0381672648,6503631.674037654,118.59710123376694
829,1335.0,58:6e:74:23:fd:d5,-96.0,33.0,10.6,1.4,a,26121846,58.664618901428575,16.457836421428574,196.18570818571428,53.0,584564.9097094559,6503627.10679592,118.59710123376694
832,1335.0,60:18:fc:6c:6b:20,-95.0,17.0,10.6,0.2,a,26121847,58.66451645,16.45782661,195.8999939,7.0,584564.5885624049,6503615.688691733,108.90229622637305
825,1335.0,44:20:a9:69:0c:92,-91.0,18.0,10.6,1.6,a,26121848,58.664676665,16.4578437775,196.349998475,16.0,584565.1965839094,6503633.546785442,77.4263682681127
834,1335.0,67:7f:73:40:8d:90,-95.5,17.0,10.6,0.8,a,26121849,58.6645612725,16.4578309025,196.0249939,61.0,584564.729064684,6503620.684112289,113.64636663857242
840,1335.0,d4:5c:f0:4d:b8:06,-96.0,27.0,1.105314000000135,2.6,Q_670E335B,26121851,58.66491288461539,16.457948096923076,199.7307657,3.0,584570.675551701,6503659.97622342,118.59710123376694
824,1335.0,40:4e:de:a3:55:82,-97.0,17.0,10.6,0.6,a,26121856,58.664635976666666,16.45783805666667,196.2333272333333,59.0,584564.9632336133,6503629.009813305,129.1549665014884
842,1335.0,e8:a8:e0:28:59:e0,-90.0,27.0,10.6,0.2,a,26121858,58.66451645,16.45782661,195.8999939,21.0,584564.5885624049,6503615.688691733,71.09709432312435
836,1335.0,76:8c:e8:3c:bc:a5,-95.0,18.0,10.6,0.8,a,26121863,58.66469574,16.45784378,196.3999939,26.0,584565.1505673734,6503635.670374196,108.90229622637305
826,1335.0,47:2a:97:bc:49:88,-93.0,17.0,10.6,0.2,a,26121878,58.66469574,16.45784378,196.3999939,48.0,584565.1505673734,6503635.670374196,91.82542835656287
835,1335.0,74:cf:ba:04:75:56,-90.5,17.0,10.6,0.4,a,26121879,58.664730070000005,16.457849500000002,196.5,20.0,584565.3992555655,6503639.499483468,74.19427072122869
841,1335.0,e8:70:7b:ae:08:ad,-92.0,8.0,10.6,0.4,a,26121880,58.664730070000005,16.457849500000002,196.5,39.0,584565.3992555655,6503639.499483468,84.31909292866256
839,1335.0,d0:60:03:0f:d6:75,-103.0,8.0,10.6,0.2,a,26121884,58.66469574,16.45784378,196.3999939,14.0,584565.1505673734,6503635.670374196,215.44346900318845
831,1335.0,5e:56:88:7a:1d:09,-96.0,17.0,10.6,0.2,a,26121892,58.6647644,16.45785522,196.6000061,49.0,584565.6479430743,6503643.32859278,118.59710123376694
838,1335.0,d0:46:7a:34:82:2b,-98.0,8.0,10.6,0.2,a,26121898,58.6647644,16.45785522,196.6000061,39.0,584565.6479430743,6503643.32859278,140.6527242105238
823,1335.0,30:af:7e:d7:e2:c4,-97.0,27.666666666666668,10.6,0.6,a,26121901,58.664792379999994,16.457949323333334,184.7666727666667,54.0,584571.0383276554,6503646.562206648,129.1549665014884
833,1335.0,65:35:ab:b3:d1:e0,-96.0,18.0,10.6,0.2,a,26121905,58.6648407,16.45795441,189.1000061,5.0,584571.2164163749,6503651.947999488,118.59710123376694
827,1335.0,4c:5e:00:7f:24:50,-95.0,31.0,10.6,1.2,a,26121911,58.66506131333333,16.458003996666665,203.11666106666667,51.0,584573.5585486315,6503676.571011861,108.90229622637305
855,1340.0,d4:5c:f0:4d:b8:06,-94.0,27.0,0.6477049999998599,7.4,Q_670E335B,26121926,58.66503411378378,16.45790821594595,197.6216245162162,3.0,584568.0690304389,6503673.422165239,100.0
844,1340.0,30:af:7e:d7:e2:c4,-101.0,17.0,10.6,0.2,a,26121928,58.66521454,16.45803642,208.1999969,54.0,584575.0682634453,6503693.670346993,181.65997883753266
847,1340.0,4c:5e:00:7f:24:50,-95.0,31.0,3.774037000000135,0.6,a,26121929,58.66522471333334,16.458037693333335,207.3666635666667,51.0,584575.1174943805,6503694.804531651,108.90229622637305
845,1340.0,44:20:a9:69:0c:92,-94.5,18.0,10.6,2.0,a,26121931,58.664921569,16.457884404999998,197.04000091,16.0,584566.9603459941,6503660.862733649,104.35626297753913
852,1340.0,60:18:fc:6c:6b:20,-93.0,17.0,3.3378040000000055,0.6,a,26121932,58.66489919,16.457878746666665,197.03333536666665,7.0,584566.6863163057,6503658.364185368,91.82542835656287
849,1340.0,58:6e:74:23:fd:d5,-95.0,39.0,10.6,0.2,a,26121933,58.66480255,16.45786476,197.0,53.0,584566.108949511,6503647.587792223,108.90229622637305
854,1340.0,c5:7b:cc:06:8a:51,-93.5,33.45454545454545,3.3378040000000055,4.4,a,26121934,58.664979068181815,16.45789024818182,196.82727467272727,1.0,584567.1601027439,6503667.271382112,95.82558549602649
848,1340.0,52:d9:e5:be:00:d9,-96.5,17.0,3.3378040000000055,1.2,a,26121938,58.66495386666667,16.457888283333332,197.00000255,0.0,584567.1071297441,6503664.463265103,123.76350284724813
853,1340.0,c1:8c:19:46:d3:df,-99.0,8.0,3.3378040000000055,0.6,a,26121944,58.66496149666667,16.457888283333332,196.96666973333333,64.0,584567.0886645105,6503665.31269937,153.17404637020798
846,1340.0,46:c9:05:95:69:e9,-97.0,32.0,10.6,0.6,a,26121945,58.66486485666667,16.457874296666667,196.93333436666668,35.0,584566.5113008514,6503654.536306055,129.1549665014884
857,1340.0,e8:a8:e0:28:59:e0,-94.5,27.0,10.6,0.4,a,26121955,58.66489601,16.457879065,196.90000155,21.0,584566.7124757433,6503658.010563016,104.35626297753913
851,1340.0,5e:56:88:7a:1d:09,-92.0,17.0,2.6900990000001457,0.8,a,26121957,58.665065767499996,16.457930085,199.299999225,49.0,584569.2608439523,6503676.973690801,84.31909292866256
858,1340.0,e8:ee:cc:01:eb:b7,-95.0,19.0,3.3378040000000055,2.6,a,26121965,58.66506870153846,16.457902905384614,196.84615736153847,28.0,584567.6773080097,6503677.266062381,108.90229622637305
859,1340.0,fc:39:7f:f7:4e:44,-95.0,8.0,10.6,0.2,a,26121993,58.66505814,16.45789909,196.1999969,30.0,584567.4815732744,6503676.085454549,108.90229622637305
856,1340.0,d4:d4:da:70:22:e6,-95.0,45.0,10.6,0.6,ZAG002466,26122051,58.66524632666667,16.45793978,197.13333636666667,37.0,584569.3861756659,6503697.087244764,108.90229622637305
865,1345.0,d4:5c:f0:4d:b8:06,-94.0,27.0,0.08845600000017839,4.6,Q_670E335B,26122057,58.66535700826087,16.458054500434784,205.69130208695654,3.0,584575.7721102927,6503709.553882983,100.0
862,1345.0,4c:5e:00:7f:24:50,-99.0,31.0,10.6,0.2,a,26122070,58.66534042,16.45805168,207.0,51.0,584575.6486742598,6503707.703585011,153.17404637020798
866,1345.0,d4:d4:da:70:22:e6,-95.5,43.875,0.08845600000017839,3.2,ZAG002466,26122072,58.665314671875,16.4579991075,198.762500775,37.0,584572.661776932,6503704.770800999,113.64636663857242
867,1345.0,e8:ee:cc:01:eb:b7,-99.0,19.0,10.6,0.8,a,26122083,58.665287017500006,16.45796537,197.34999845,28.0,584570.7719237807,6503701.649548757,153.17404637020798
864,1345.0,c6:86:5b:f6:89:b6,-97.0,27.0,10.6,0.2,a,26122086,58.66527176,16.45794868,197.1999969,22.0,584569.8408252147,6503699.929914235,129.1549665014884
860,1345.0,0d:60:36:f9:12:1f,-96.0,31.0,10.6,0.2,a,26122094,58.66527176,16.45794868,197.1999969,10.0,584569.8408252147,6503699.929914235,118.59710123376694
861,1345.0,46:c9:05:95:69:e9,-97.0,18.0,10.6,0.2,a,26122096,58.66533279,16.45801544,197.8000031,35.0,584573.5652143488,6503706.80845372,129.1549665014884
863,1345.0,5e:56:88:7a:1d:09,-103.0,17.0,10.6,0.2,a,26122098,58.66533279,16.45801544,197.8000031,49.0,584573.5652143488,6503706.80845372,215.44346900318845
872,1350.0,d4:d4:da:70:22:e6,-95.0,41.806451612903224,2.287006999999903,6.2,ZAG002466,26122127,58.665373645806454,16.458158373225807,198.21613090322583,37.0,584581.7564769207,6503711.537096609,108.90229622637305
873,1350.0,e8:ee:cc:01:eb:b7,-91.0,19.0,10.6,0.2,a,26122128,58.66535568,16.45807648,197.6000061,28.0,584577.0501435348,6503709.433725907,77.4263682681127
871,1350.0,d4:5c:f0:4d:b8:06,-93.0,27.0,2.287006999999903,3.8,Q_670E335B,26122141,58.66544643578947,16.458200356842106,207.4105272894737,3.0,584584.0153358164,6503719.693620078,91.82542835656287
868,1350.0,46:c9:05:95:69:e9,-101.0,18.0,10.6,0.2,a,26122156,58.66539001,16.45828629,197.3999939,35.0,584589.1360528907,6503713.520211051,181.65997883753266
870,1350.0,c5:7b:cc:06:8a:51,-98.0,28.0,10.6,0.2,a,26122183,58.66546631,16.45836449,207.8000031,1.0,584593.4869473272,6503722.11317979,140.6527242105238
879,1355.0,d4:5c:f0:4d:b8:06,-93.0,27.0,0.797649999999976,6.6,Q_670E335B,26122185,58.66546850363636,16.45848551606061,206.73332814242423,3.0,584600.5011448115,6503722.5100424085,91.82542835656287
880,1355.0,d4:d4:da:70:22:e6,-92.0,46.40625,0.797649999999976,12.8,ZAG002466,26122191,58.66544097703125,16.45846956859375,202.910932528125,37.0,584599.6428357944,6503719.425439675,84.31909292866256
877,1355.0,5e:56:88:7a:1d:09,-101.0,17.0,10.6,0.2,a,26122241,58.66548157,16.4587059,209.6999969,49.0,584613.2517669072,6503724.242697875,181.65997883753266
878,1355.0,c0:8d:59:6d:00:fd,-96.5,35.5,10.6,0.4,a,26122264,58.66540146,16.45835304,197.8999939,13.0,584592.9798408339,6503714.879104223,123.76350284724813
875,1355.0,4c:5e:00:7f:24:50,-97.0,31.0,10.6,0.2,a,26122289,58.66544342,16.45853806,198.1999969,51.0,584603.6094235972,6503719.7838032665,129.1549665014884
883,1360.0,d4:d4:da:70:22:e6,-92.0,51.78688524590164,10.6,12.2,ZAG002466,26122308,58.66541959901639,16.458695492459018,209.00164048360656,37.0,584612.7981888618,6503717.330450229,84.31909292866256
882,1360.0,d4:5c:f0:4d:b8:06,-95.0,27.0,10.6,1.0,Q_670E335B,26122314,58.665447240000006,16.45870972,209.3000031,3.0,584613.5564554236,6503720.425619736,108.90229622637305
881,1360.0,44:20:a9:69:0c:92,-99.0,18.0,10.6,0.2,a,26122321,58.66544724,16.45870972,209.3000031,16.0,584613.5564554236,6503720.425619736,153.17404637020798
889,1365.0,d4:d4:da:70:22:e6,-96.0,46.53191489361702,3.2804289999999128,9.4,ZAG002466,26122377,58.665193923617025,16.45860761106383,207.47659660851062,37.0,584608.2474883412,6503692.095552381,118.59710123376694
886,1365.0,c5:7b:cc:06:8a:51,-98.5,28.0,10.6,0.4,a,26122383,58.66527176,16.45862579,207.3000031,1.0,584609.1134079888,6503700.783868912,146.7799267622069
888,1365.0,d4:5c:f0:4d:b8:06,-96.0,27.0,3.2804289999999128,2.4,Q_670E335B,26122384,58.66511090666666,16.458588759166666,207.69999820833334,3.0,584607.3550751715,6503682.829644031,118.59710123376694
885,1365.0,65:35:ab:b3:d1:e0,-98.5,18.0,3.2804289999999128,0.4,a,26122416,58.665090559999996,16.458581925,207.59999845,5.0,584607.007953787,6503680.555865387,146.7799267622069
884,1365.0,5e:56:88:7a:1d:09,-92.0,17.0,10.6,0.2,a,26122434,58.66506958,16.45857811,207.6999969,49.0,584606.8374789465,6503678.2153873965,84.31909292866256
887,1365.0,ce:33:6e:06:51:f8,-95.0,8.0,10.6,0.2,a,26122455,58.66499329,16.45856667,208.3999939,64.0,584606.358665923,6503669.707728371,108.90229622637305
900,1370.0,f4:60:77:d7:ba:6a,-100.0,30.0,10.6,0.4,a,26122456,58.66543961,16.45859718,198.6000061,40.0,584607.0476093057,6503719.434217621,166.81005372000593
892,1370.0,4c:5e:00:7f:24:50,-94.0,31.0,10.6,4.2,a,26122457,58.66542980047619,16.458595999523812,198.61905342857145,51.0,584607.0028931764,6503718.340651845,100.0
898,1370.0,d4:d4:da:70:22:e6,-95.0,37.8,0.2072680000001128,7.0,ZAG002466,26122458,58.665408110857136,16.458594019714287,198.92571977714286,37.0,584606.9405805108,6503715.923488087,108.90229622637305
897,1370.0,d4:5c:f0:4d:b8:06,-93.0,27.0,0.2072680000001128,7.0,Q_670E335B,26122464,58.66516026342857,16.458573419714288,204.10857632857142,3.0,584606.3458744637,6503688.305093819,91.82542835656287
896,1370.0,98:04:ed:16:a4:9d,-100.0,38.0,10.6,0.6,a,26122515,58.665302276666665,16.458580653333332,198.8666687,58.0,584606.421579766,6503704.124296963,166.81005372000593
891,1370.0,0d:60:36:f9:12:1f,-98.0,31.0,10.6,0.2,a,26122544,58.66495514,16.45856094,208.8000031,10.0,584606.118690365,6503665.453329664,140.6527242105238
894,1370.0,67:7f:73:40:8d:90,-99.0,17.0,10.6,0.2,a,26122546,58.66495514,16.45856094,208.8000031,61.0,584606.118690365,6503665.453329664,153.17404637020798
903,1375.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.4,Q_670E335B,26122576,58.66480637,16.45852661,208.0,3.0,584604.4877152566,6503648.847729708,129.1549665014884
902,1375.0,67:7f:73:40:8d:90,-97.0,17.0,10.6,0.8,a,26122577,58.66480637,16.45852661,208.0,61.0,584604.4877152566,6503648.847729708,129.1549665014884
901,1375.0,5e:56:88:7a:1d:09,-93.0,17.0,10.6,0.2,a,26122582,58.66480637,16.45852661,208.0,49.0,584604.4877152566,6503648.847729708,91.82542835656287
907,1380.0,d4:5c:f0:4d:b8:06,-98.0,27.0,10.6,1.0,Q_670E335B,26122585,58.664629366,16.458483506,207.87999875999998,3.0,584602.4161753394,6503629.087823451,140.6527242105238
906,1380.0,65:35:ab:b3:d1:e0,-98.0,18.0,10.6,0.4,a,26122587,58.66466141,16.45849037,208.0,5.0,584602.7367157887,6503632.6638821075,140.6527242105238
905,1380.0,5e:56:88:7a:1d:09,-97.0,17.0,10.6,0.2,a,26122590,58.6645813,16.45847321,207.6999969,49.0,584601.9353632448,6503623.723735552,129.1549665014884
904,1380.0,30:af:7e:d7:e2:c4,-96.0,33.0,10.6,0.2,Grundfos,26122592,58.6645813,16.45847321,207.6999969,54.0,584601.9353632448,6503623.723735552,118.59710123376694
910,1385.0,d4:5c:f0:4d:b8:06,-96.5,27.0,2.7601230000000214,1.6,Q_670E335B,26122612,58.66428994875,16.45841026375,208.2999954,3.0,584598.9897325868,6503591.208731732,123.76350284724813
908,1385.0,67:7f:73:40:8d:90,-98.0,17.0,10.6,0.2,a,26122614,58.66432571,16.4584198,208.3999939,61.0,584599.4562773275,6503595.201995138,140.6527242105238
911,1385.0,e8:a8:e0:28:59:e0,-104.0,27.0,10.6,0.2,a,26122615,58.66432571,16.4584198,208.3999939,21.0,584599.4562773275,6503595.201995138,234.62288481422624
909,1385.0,c5:7b:cc:06:8a:51,-97.0,28.0,10.6,0.4,a,26122617,58.66432571,16.4584198,208.3999939,1.0,584599.4562773275,6503595.201995138,129.1549665014884
913,1390.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.6,Q_670E335B,26122634,58.66418076,16.45838737,207.8000031,3.0,584597.9261852005,6503579.024070055,129.1549665014884
912,1390.0,5e:56:88:7a:1d:09,-95.0,17.0,10.6,0.2,a,26122636,58.66418076,16.45838737,207.8000031,49.0,584597.9261852005,6503579.024070055,108.90229622637305
914,1395.0,c5:7b:cc:06:8a:51,-105.0,28.0,10.6,0.2,a,26122655,58.66389847,16.45831108,208.3999939,1.0,584594.1845608549,6503547.501014615,255.5097090352507
915,1400.0,00:15:f3:25:90:c1,-104.0,31.0,10.6,0.2,3M CH1-0C1,26122668,58.66386795,16.45830536,208.8000031,33.0,584593.9266673139,6503544.096064163,234.62288481422624
917,1400.0,5e:56:88:7a:1d:09,-98.0,17.0,10.6,0.2,a,26122669,58.66386795,16.45830536,208.8000031,49.0,584593.9266673139,6503544.096064163,140.6527242105238
