,Time Window,Mac,RSSI,Frame_length,MAC Period,Occurrences,Fingerprint,No.,latitude,longitude,gnss_altitude,Classification,utm_x,utm_y,distance
650,1295.0,f8:9d:15:b9:7a:57,-98.0,8.0,10.6,0.2,a,26120404,58.66417313,16.45648384,200.0,30.0,584487.5358554273,6503575.775304935,140.6527242105238
642,1295.0,d4:5c:f0:4d:b8:06,-96.0,27.0,10.6,1.4,Q_670E335B,26120405,58.66417313,16.45648384,200.0,3.0,584487.5358554273,6503575.775304935,118.59710123376694
622,1295.0,52:d9:e5:be:00:d9,-100.0,17.0,10.6,1.0,a,26120411,58.66417313000001,16.45648384,200.0,0.0,584487.5358554273,6503575.775304937,166.81005372000593
629,1295.0,65:35:ab:b3:d1:e0,-96.0,18.0,10.6,0.6,a,26120413,58.66417313,16.45648384,200.0,5.0,584487.5358554273,6503575.775304935,118.59710123376694
640,1295.0,ce:33:6e:06:51:f8,-99.0,8.0,10.6,0.2,a,26120415,58.66417313,16.45648384,200.0,64.0,584487.5358554273,6503575.775304935,153.17404637020798
646,1295.0,ed:aa:7a:08:7c:b6,-89.0,8.0,10.6,0.6,a,26120416,58.66417313,16.45648384,200.0,18.0,584487.5358554273,6503575.775304935,65.28521141127847
623,1295.0,56:01:80:05:e1:b7,-97.0,18.0,1.1248609999997825,0.4,a,26120431,58.66378975,16.456938745000002,202.15000155,23.0,584514.8485171637,6503533.667398781,129.1549665014884
630,1295.0,67:7f:73:40:8d:90,-97.0,17.0,10.6,2.4,a,26120433,58.66417313,16.45648384,200.0,61.0,584487.5358554273,6503575.775304935,129.1549665014884
641,1295.0,d3:7a:34:8e:16:cc,-97.0,27.0,1.1248609999997825,0.4,a,26120451,58.66378975,16.456938745000002,202.15000155,25.0,584514.8485171637,6503533.667398781,129.1549665014884
649,1295.0,f5:f7:c7:9e:a5:1f,-96.0,47.0,10.6,0.6,a,26120456,58.66417313,16.45648384,200.0,12.0,584487.5358554273,6503575.775304935,118.59710123376694
635,1295.0,76:8c:e8:3c:bc:a5,-100.0,18.0,10.6,0.4,a,26120460,58.66417313,16.45648384,200.0,26.0,584487.5358554273,6503575.775304935,166.81005372000593
627,1295.0,60:18:fc:6c:6b:20,-92.5,17.0,10.6,0.4,a,26120462,58.66417313,16.45648384,200.0,7.0,584487.5358554273,6503575.775304935,87.99225435691069
645,1295.0,e8:ee:cc:01:eb:b7,-96.5,19.0,10.6,0.8,a,26120467,58.66417313,16.45648384,200.0,28.0,584487.5358554273,6503575.775304935,123.76350284724813
643,1295.0,d4:d4:da:70:22:e6,-97.0,36.81818181818182,10.6,2.2,ZAG002466,26120481,58.66417313,16.45648384,200.0,37.0,584487.5358554273,6503575.775304935,129.1549665014884
648,1295.0,f2:f7:78:71:7e:2e,-94.0,8.0,10.6,0.2,a,26120492,58.66417313,16.45648384,200.0,39.0,584487.5358554273,6503575.775304935,100.0
611,1295.0,08:3a:8d:32:64:16,-97.0,43.2,10.6,1.0,ZAG002189,26120505,58.66417313000001,16.45648384,200.0,11.0,584487.5358554273,6503575.775304937,129.1549665014884
619,1295.0,30:af:7e:b0:22:c9,-97.0,21.0,10.6,0.2,a,26120516,58.66417313,16.45648384,200.0,13.0,584487.5358554273,6503575.775304935,129.1549665014884
628,1295.0,61:f8:73:54:ea:25,-98.0,18.0,10.6,0.2,a,26120524,58.66417313,16.45648384,200.0,4.0,584487.5358554273,6503575.775304935,140.6527242105238
639,1295.0,cc:b1:1a:e5:07:f9,-96.0,31.0,10.6,2.6,a,26120531,58.66340637,16.45739365,204.3000031,29.0,584542.1617517064,6503491.5596819315,118.59710123376694
613,1295.0,14:aa:ac:fe:27:4f,-92.5,31.0,10.6,3.6,a,26120541,58.66339365611111,16.457474180555558,203.66111335,32.0,584546.8635576649,6503490.245774751,87.99225435691069
618,1295.0,2c:d4:29:7c:6c:0f,-95.0,31.0,10.6,2.6,a,26120545,58.66340637,16.45739365,204.3000031,41.0,584542.1617517064,6503491.5596819315,108.90229622637305
610,1295.0,03:87:54:ba:b4:8e,-94.0,31.0,10.6,2.0,a,26120556,58.663383485,16.457538605,203.15000155,19.0,584550.6250048211,6503489.19465308,100.0
620,1295.0,37:71:7d:74:e9:27,-94.0,31.0,10.6,0.6,a,26120557,58.66340637,16.45739365,204.3000031,31.0,584542.1617517064,6503491.5596819315,100.0
634,1295.0,75:de:b2:43:80:ec,-98.0,17.0,10.6,0.2,a,26120561,58.66340637,16.45739365,204.3000031,28.0,584542.1617517064,6503491.5596819315,140.6527242105238
609,1295.0,00:15:f3:25:90:c1,-100.0,31.0,10.6,0.2,3M CH1-0C1,26120577,58.66340637,16.45739365,204.3000031,33.0,584542.1617517064,6503491.5596819315,166.81005372000593
614,1295.0,17:07:72:4f:89:4a,-98.5,31.0,10.6,0.4,a,26120579,58.66340637,16.45739365,204.3000031,6.0,584542.1617517064,6503491.5596819315,146.7799267622069
632,1295.0,74:04:9e:8a:89:81,-98.0,17.0,10.6,0.2,a,26120587,58.6633606,16.45768356,202.0,65.0,584559.0882686884,6503486.829642563,140.6527242105238
617,1295.0,2b:36:32:f8:bc:ac,-97.0,31.0,10.6,0.4,a,26120596,58.6633606,16.45768356,202.0,10.0,584559.0882686884,6503486.829642563,129.1549665014884
616,1295.0,21:80:c4:b4:6f:56,-96.0,31.0,10.6,0.2,a,26120597,58.6633606,16.45768356,202.0,50.0,584559.0882686884,6503486.829642563,118.59710123376694
676,1300.0,ed:aa:7a:08:7c:b6,-96.0,8.0,10.6,0.2,a,26120599,58.66417313,16.45648384,200.0,18.0,584487.5358554273,6503575.775304935,118.59710123376694
651,1300.0,08:3a:8d:32:64:16,-96.5,45.0,10.6,1.2,ZAG002189,26120600,58.664786023333335,16.45673306666667,200.59999593333336,11.0,584500.5094666074,6503644.321598821,123.76350284724813
673,1300.0,d4:5c:f0:4d:b8:06,-95.0,27.0,10.6,6.0,Q_670E335B,26120603,58.66504313266667,16.456905490666667,201.11332804666665,3.0,584509.8884461494,6503673.162366976,108.90229622637305
674,1300.0,d4:d4:da:70:22:e6,-95.0,41.53846153846154,10.6,2.6,ZAG002466,26120607,58.66509247,16.45685768,200.8999939,37.0,584506.9960780555,6503678.594765611,108.90229622637305
654,1300.0,30:af:7e:b0:22:c9,-97.0,21.0,10.6,0.2,a,26120608,58.66509247,16.45685768,200.8999939,13.0,584506.9960780555,6503678.594765611,129.1549665014884
665,1300.0,61:f8:73:54:ea:25,-97.0,18.0,10.6,0.8,a,26120611,58.66509247,16.45685768,200.8999939,4.0,584506.9960780555,6503678.594765611,129.1549665014884
663,1300.0,5c:88:63:c5:69:f3,-99.0,31.0,10.6,0.2,a,26120625,58.66509247,16.45685768,200.8999939,50.0,584506.9960780555,6503678.594765611,153.17404637020798
662,1300.0,59:9b:18:cd:7d:b8,-96.5,17.0,10.6,0.4,a,26120631,58.66509247,16.45685768,200.8999939,65.0,584506.9960780555,6503678.594765611,123.76350284724813
657,1300.0,44:20:a9:69:0c:92,-99.0,18.0,10.6,0.4,a,26120632,58.66509247,16.45685768,200.8999939,16.0,584506.9960780555,6503678.594765611,153.17404637020798
675,1300.0,e8:ee:cc:01:eb:b7,-97.0,19.0,10.6,0.2,a,26120638,58.66509247,16.45685768,200.8999939,28.0,584506.9960780555,6503678.594765611,129.1549665014884
666,1300.0,65:35:ab:b3:d1:e0,-97.0,18.0,10.6,2.6,a,26120639,58.66495015076923,16.456995595384615,201.5153808615385,5.0,584515.3394686008,6503662.924390703,129.1549665014884
670,1300.0,c0:8d:59:6d:00:fd,-96.0,29.285714285714285,10.6,2.8,a,26120643,58.66509247,16.45685768,200.8999939,13.0,584506.9960780555,6503678.594765611,118.59710123376694
660,1300.0,57:47:61:34:88:9a,-98.0,17.0,10.6,0.6,a,26120647,58.66496912666667,16.456977206666664,201.43332926666668,47.0,584514.2270128059,6503665.013773004,140.6527242105238
656,1300.0,43:2c:e1:f3:ea:54,-95.0,18.0,10.6,0.4,a,26120649,58.66509247,16.45685768,200.8999939,4.0,584506.9960780555,6503678.594765611,108.90229622637305
659,1300.0,4c:5e:00:7f:24:50,-96.5,31.0,10.6,2.0,a,26120656,58.665055467,16.456893538,201.05999451,51.0,584509.1653533999,6503674.520466436,123.76350284724813
661,1300.0,59:99:99:47:16:29,-100.0,28.0,10.6,0.2,a,26120657,58.66509247,16.45685768,200.8999939,10.0,584506.9960780555,6503678.594765611,166.81005372000593
668,1300.0,77:44:96:f1:9b:6f,-98.0,19.0,10.6,0.6,a,26120664,58.66509247,16.45685768,200.8999939,42.0,584506.9960780555,6503678.594765611,140.6527242105238
652,1300.0,0d:c7:6d:41:67:ff,-100.0,21.0,10.6,0.2,a,26120675,58.66509247,16.45685768,200.8999939,24.0,584506.9960780555,6503678.594765611,166.81005372000593
667,1300.0,67:40:a4:66:06:84,-99.0,31.0,10.6,0.6,a,26120677,58.66509247,16.45685768,200.8999939,40.0,584506.9960780555,6503678.594765611,153.17404637020798
672,1300.0,ce:33:6e:06:51:f8,-94.0,8.0,10.6,0.2,a,26120707,58.66509247,16.45685768,200.8999939,64.0,584506.9960780555,6503678.594765611,100.0
653,1300.0,2c:a7:74:95:79:bc,-95.0,30.0,10.6,0.2,a,26120713,58.66472244,16.45721626,202.5,58.0,584528.6890274688,6503637.85182761,108.90229622637305
671,1300.0,c5:7b:cc:06:8a:51,-94.0,38.588235294117645,10.6,3.4,a,26120715,58.66472244,16.45721626,202.5,1.0,584528.6890274688,6503637.85182761,100.0
658,1300.0,4c:1d:01:b5:bf:a9,-98.0,19.0,10.6,0.2,a,26120742,58.66472244,16.45721626,202.5,28.0,584528.6890274688,6503637.85182761,140.6527242105238
655,1300.0,30:af:7e:d7:e2:c4,-99.0,17.0,10.6,0.2,a,26120746,58.66472244,16.45721626,202.5,54.0,584528.6890274688,6503637.85182761,153.17404637020798
678,1305.0,03:87:54:ba:b4:8e,-96.5,31.0,10.6,2.0,a,26120756,58.66339493,16.45769691,201.6000061,19.0,584559.7795460098,6503490.66836977,123.76350284724813
683,1305.0,37:71:7d:74:e9:27,-95.0,31.0,10.6,2.0,a,26120757,58.66339493,16.45769691,201.6000061,31.0,584559.7795460098,6503490.66836977,108.90229622637305
679,1305.0,14:aa:ac:fe:27:4f,-95.0,31.0,1.472929000000022,9.6,a,26120758,58.663613321458335,16.457501923749998,202.74375279583333,32.0,584547.9412988668,6503514.735693122,108.90229622637305
682,1305.0,30:af:7e:d7:e2:c4,-96.0,29.17391304347826,1.472929000000022,9.2,a,26120762,58.66380658586957,16.45725946456522,204.65869605,54.0,584533.4104154923,6503535.945870887,118.59710123376694
700,1305.0,cc:b1:1a:e5:07:f9,-98.0,31.0,10.6,0.2,a,26120763,58.66339493,16.45769691,201.6000061,29.0,584559.7795460098,6503490.66836977,140.6527242105238
677,1305.0,00:15:f3:25:90:c1,-97.0,31.0,10.6,3.8,3M CH1-0C1,26120764,58.66339493,16.45769691,201.6000061,33.0,584559.7795460098,6503490.66836977,129.1549665014884
680,1305.0,21:80:c4:b4:6f:56,-101.0,31.0,10.6,0.2,a,26120768,58.66339493,16.45769691,201.6000061,50.0,584559.7795460098,6503490.66836977,181.65997883753266
696,1305.0,75:de:b2:43:80:ec,-95.0,17.0,1.472929000000022,0.6,a,26120769,58.66356277666667,16.457500453333335,203.40000406666664,28.0,584547.978298441,6503509.106778955,108.90229622637305
681,1305.0,2c:d4:29:7c:6c:0f,-93.0,31.0,1.472929000000022,5.0,a,26120773,58.6634736652,16.457653804,201.76800536800002,41.0,584557.08873853,6503499.379474103,91.82542835656287
692,1305.0,5b:de:20:2b:41:19,-97.0,17.0,10.6,0.2,a,26120801,58.66339493,16.45769691,201.6000061,63.0,584559.7795460098,6503490.66836977,129.1549665014884
688,1305.0,59:01:d9:e5:c6:7c,-102.0,18.0,10.6,0.2,a,26120840,58.66339493,16.45769691,201.6000061,43.0,584559.7795460098,6503490.66836977,197.83188827841644
699,1305.0,c5:7b:cc:06:8a:51,-93.0,36.57142857142857,1.472929000000022,7.0,a,26120872,58.66436255285714,16.457182636,203.67428501714286,1.0,584527.6093255574,6503597.7438571695,91.82542835656287
684,1305.0,43:04:ad:98:25:01,-102.0,17.0,10.6,0.2,a,26120875,58.66378403,16.45770073,194.3999939,63.0,584559.0595998124,6503533.990986405,197.83188827841644
701,1305.0,ce:33:6e:06:51:f8,-94.0,8.0,10.6,0.2,a,26120876,58.66472244,16.45721626,202.5,64.0,584528.6890274688,6503637.85182761,100.0
695,1305.0,65:35:ab:b3:d1:e0,-94.0,18.0,10.6,0.6,a,26120878,58.66472244,16.45721626,202.5,5.0,584528.6890274688,6503637.85182761,100.0
703,1305.0,d4:5c:f0:4d:b8:06,-96.0,27.0,10.6,0.2,Q_670E335B,26120881,58.66472244,16.45721626,202.5,3.0,584528.6890274688,6503637.85182761,118.59710123376694
697,1305.0,76:8c:e8:3c:bc:a5,-100.0,18.0,10.6,0.2,a,26120883,58.66472244,16.45721626,202.5,26.0,584528.6890274688,6503637.85182761,166.81005372000593
698,1305.0,79:4d:ec:f3:11:e1,-95.0,32.0,10.6,1.4,a,26120885,58.66452625714286,16.457183017142857,203.18571254285715,45.0,584527.2354484441,6503615.96924437,108.90229622637305
687,1305.0,57:47:61:34:88:9a,-96.0,17.0,10.6,0.2,a,26120888,58.66472244,16.45721626,202.5,47.0,584528.6890274688,6503637.85182761,118.59710123376694
704,1305.0,df:95:52:c1:64:87,-98.0,8.0,10.6,0.2,a,26120894,58.66472244,16.45721626,202.5,8.0,584528.6890274688,6503637.85182761,140.6527242105238
702,1305.0,d0:60:03:0f:d6:75,-99.0,8.0,10.6,0.2,a,26120896,58.66472244,16.45721626,202.5,14.0,584528.6890274688,6503637.85182761,153.17404637020798
685,1305.0,52:d9:e5:be:00:d9,-96.0,17.0,10.6,2.2,a,26120903,58.66402400818181,16.457114996363636,205.47272560909093,0.0,584524.5049682296,6503559.969041402,118.59710123376694
689,1305.0,59:9b:18:cd:7d:b8,-95.0,17.0,10.6,2.4,a,26120912,58.664081575000004,16.457123116666665,205.54999796666667,65.0,584524.8367231779,6503566.388085716,108.90229622637305
693,1305.0,5e:56:88:7a:1d:09,-92.5,17.0,10.6,0.8,a,26120913,58.664138795,16.4571328125,205.349998475,49.0,584525.2606995871,6503572.770504952,87.99225435691069
690,1305.0,5a:8c:28:43:c6:5c,-98.5,18.0,10.6,0.4,a,26120946,58.663967135,16.457103725,205.94999695,35.0,584523.9887645742,6503553.6232475685,146.7799267622069
694,1305.0,63:35:fa:c5:7a:89,-99.0,17.0,10.6,1.0,a,26120949,58.663953402000004,16.457104488,206.15999756000002,17.0,584524.0662372388,6503552.095338715,153.17404637020798
686,1305.0,56:01:80:05:e1:b7,-100.0,18.0,10.6,0.2,a,26120990,58.66389847,16.45710754,207.0,23.0,584524.3761281966,6503545.9837033395,166.81005372000593
691,1305.0,5a:e8:e6:14:9b:ff,-97.0,18.0,10.6,0.2,a,26121000,58.66389847,16.45710754,207.0,19.0,584524.3761281966,6503545.9837033395,129.1549665014884
706,1305.0,ed:aa:7a:08:7c:b6,-96.0,8.0,10.6,0.2,a,26121009,58.66389847,16.45710754,207.0,18.0,584524.3761281966,6503545.9837033395,118.59710123376694
711,1310.0,c5:7b:cc:06:8a:51,-91.5,48.625,10.6,3.2,a,26121026,58.663909196875,16.45711612875,203.656255725,1.0,584524.8483520875,6503547.188730628,80.7992644838296
707,1310.0,30:af:7e:d7:e2:c4,-100.0,17.0,10.6,0.4,a,26121030,58.663908004999996,16.45711136,203.3500061,54.0,584524.5746351723,6503547.050031776,166.81005372000593
710,1310.0,75:de:b2:43:80:ec,-99.5,17.0,10.6,0.4,a,26121031,58.663909915,16.457130435,204.2000046,28.0,584525.6764144325,6503547.286706936,159.84671064343198
708,1310.0,59:9b:18:cd:7d:b8,-96.0,17.0,10.6,0.2,a,26121034,58.66390991,16.45711136,203.6000061,65.0,584524.5700274233,6503547.262112022,118.59710123376694
712,1310.0,d4:5c:f0:4d:b8:06,-99.0,27.0,10.6,0.2,Q_670E335B,26121036,58.66390991,16.45711136,203.6000061,3.0,584524.5700274233,6503547.262112022,153.17404637020798
713,1310.0,ed:aa:7a:08:7c:b6,-95.0,8.0,10.6,0.2,a,26121046,58.66390991,16.45711136,203.6000061,18.0,584524.5700274233,6503547.262112022,108.90229622637305
709,1310.0,74:04:9e:8a:89:81,-97.0,17.0,10.6,0.2,a,26121048,58.66390991,16.45711136,203.6000061,65.0,584524.5700274233,6503547.262112022,129.1549665014884
736,1315.0,c5:7b:cc:06:8a:51,-92.0,41.529411764705884,1.24962000000005,10.2,a,26121073,58.66390108529412,16.457279241568628,205.18039450588236,1.0,584534.3289377753,6503546.4912480945,84.31909292866256
719,1315.0,37:71:7d:74:e9:27,-91.0,31.0,10.6,0.2,a,26121074,58.66384125,16.45772934,196.6000061,31.0,584560.5805988953,6503540.397254947,77.4263682681127
718,1315.0,30:af:7e:d7:e2:c4,-97.0,26.904761904761905,1.24962000000005,4.2,a,26121075,58.663888477142855,16.457377025238095,204.85238504761904,54.0,584540.0311452355,6503545.210849524,129.1549665014884
734,1315.0,75:de:b2:43:80:ec,-98.0,17.0,1.24962000000005,1.0,a,26121076,58.663887024,16.457382582,201.94000244,28.0,584540.3569673769,6503545.0560775995,140.6527242105238
715,1315.0,14:aa:ac:fe:27:4f,-96.0,31.0,1.24962000000005,2.6,a,26121077,58.663909911538454,16.45733613153846,204.4692336,32.0,584537.6073512693,6503547.545559878,118.59710123376694
714,1315.0,00:15:f3:25:90:c1,-98.0,31.0,1.24962000000005,3.8,3M CH1-0C1,26121078,58.663964522631574,16.457728738421054,198.8052689368421,33.0,584560.2474117419,6503554.120216656,140.6527242105238
717,1315.0,2c:d4:29:7c:6c:0f,-96.5,31.0,1.24962000000005,3.6,a,26121083,58.663916693888886,16.457519213888887,202.3277825388889,41.0,584548.2101887122,6503548.531395325,123.76350284724813
716,1315.0,21:80:c4:b4:6f:56,-96.0,31.0,10.6,1.8,a,26121086,58.66388702555556,16.457740784444447,197.26667276666666,50.0,584561.1336392245,6503545.507793452,118.59710123376694
741,1315.0,e8:a8:e0:28:59:e0,-95.5,27.0,1.24962000000005,0.4,a,26121094,58.663879394999995,16.457440375,201.05000305,21.0,584543.7275690725,6503544.279599882,113.64636663857242
720,1315.0,43:04:ad:98:25:01,-96.5,17.0,1.24962000000005,0.4,a,26121113,58.663879394999995,16.457440375,201.05000305,63.0,584543.7275690725,6503544.279599882,123.76350284724813
737,1315.0,cc:b1:1a:e5:07:f9,-98.0,31.0,10.6,1.8,a,26121148,58.66391754000001,16.457154590000002,207.10000103333334,29.0,584527.0590229688,6503548.166025086,140.6527242105238
723,1315.0,56:01:80:05:e1:b7,-92.0,37.09090909090909,10.6,2.2,a,26121162,58.66391753999999,16.457158348181817,208.99091134545458,23.0,584527.2770071393,6503548.170761251,84.31909292866256
733,1315.0,74:04:9e:8a:89:81,-94.0,17.0,10.6,0.2,a,26121164,58.66391754,16.45715141,205.5,65.0,584526.8745748244,6503548.162017571,100.0
721,1315.0,44:20:a9:69:0c:92,-98.0,18.0,10.6,0.4,a,26121168,58.66391754,16.45715618,207.90000155,16.0,584527.1512470408,6503548.168028849,140.6527242105238
731,1315.0,67:7f:73:40:8d:90,-96.0,17.0,10.6,1.2,a,26121172,58.66391754,16.457153,206.30000051666664,61.0,584526.9667988966,6503548.164021326,118.59710123376694
735,1315.0,c1:8c:19:46:d3:df,-95.0,8.0,10.6,0.2,a,26121178,58.66391754,16.45715141,205.5,64.0,584526.8745748244,6503548.162017571,108.90229622637305
738,1315.0,ce:2e:0e:b2:67:79,-94.5,28.0,10.6,0.4,PN_0CD1623B,26121180,58.66391754,16.45715618,207.90000155,27.0,584527.1512470408,6503548.168028849,104.35626297753913
727,1315.0,5a:e8:e6:14:9b:ff,-96.5,18.0,10.6,0.8,a,26121181,58.66391754,16.457158565,209.100002325,19.0,584527.2895831491,6503548.171034494,123.76350284724813
729,1315.0,63:35:fa:c5:7a:89,-95.0,17.0,10.6,2.6,a,26121183,58.66391754000001,16.45715948230769,209.56154108461538,17.0,584527.3427893445,6503548.172190516,108.90229622637305
728,1315.0,60:18:fc:6c:6b:20,-92.0,17.0,10.6,0.6,a,26121187,58.66391754,16.45715777,208.70000206666668,7.0,584527.2434711129,6503548.170032612,84.31909292866256
725,1315.0,59:9b:18:cd:7d:b8,-98.0,17.0,10.6,0.2,a,26121194,58.66391754,16.45715141,205.5,65.0,584526.8745748244,6503548.162017571,140.6527242105238
726,1315.0,5a:8c:28:43:c6:5c,-95.0,18.0,10.6,1.0,a,26121197,58.66391754,16.457159042,209.34000248,35.0,584527.3172503709,6503548.171635625,108.90229622637305
724,1315.0,58:6e:74:23:fd:d5,-92.0,39.0,10.6,0.2,a,26121209,58.66391754,16.45716095,210.3000031,53.0,584527.4279192573,6503548.174040146,84.31909292866256
740,1315.0,d3:7a:34:8e:16:cc,-94.0,27.0,10.6,0.4,a,26121222,58.66391754,16.45716095,210.3000031,25.0,584527.4279192573,6503548.174040146,100.0
722,1315.0,52:d9:e5:be:00:d9,-97.0,17.0,10.6,0.2,a,26121253,58.66391754,16.45716095,210.3000031,0.0,584527.4279192573,6503548.174040146,129.1549665014884
739,1315.0,ce:33:6e:06:51:f8,-98.0,8.0,10.6,0.2,a,26121255,58.66391754,16.45716095,210.3000031,64.0,584527.4279192573,6503548.174040146,140.6527242105238
744,1320.0,03:87:54:ba:b4:8e,-98.0,31.0,10.6,0.2,a,26121301,58.66409302,16.45779037,200.3999939,19.0,584563.5112456201,6503568.503299369,140.6527242105238
743,1320.0,00:15:f3:25:90:c1,-98.0,31.0,3.1674980000000232,3.0,3M CH1-0C1,26121302,58.664178468,16.457813767333334,202.50666302,33.0,584564.6615650293,6503578.045570486,140.6527242105238
747,1320.0,2c:d4:29:7c:6c:0f,-95.0,31.0,0.1750489999999445,7.2,a,26121303,58.66382344555556,16.457283546666666,206.40278036666666,41.0,584534.766459046,6503537.853180922,108.90229622637305
749,1320.0,30:af:7e:d7:e2:c4,-96.0,27.666666666666668,0.1750489999999445,4.2,a,26121304,58.663968767142855,16.457466485238097,206.11904984285715,54.0,584545.0258083022,6503554.262151799,118.59710123376694
763,1320.0,c5:7b:cc:06:8a:51,-94.0,35.31707317073171,0.1750489999999445,8.2,a,26121306,58.66384013121951,16.45737149926829,205.97561240731707,1.0,584539.8275828732,6503539.821619529,100.0
750,1320.0,37:71:7d:74:e9:27,-98.0,31.0,0.1750489999999445,1.0,a,26121315,58.663850404,16.457419582,203.63999942,31.0,584542.5916578114,6503541.025875,140.6527242105238
762,1320.0,75:de:b2:43:80:ec,-99.0,17.0,10.6,0.2,a,26121324,58.66436768,16.45786858,207.3000031,28.0,584567.3829167067,6503599.179310947,153.17404637020798
755,1320.0,58:6e:74:23:fd:d5,-96.0,28.5,3.1674980000000232,0.4,a,26121325,58.664390565,16.457873345,207.8000031,53.0,584567.603912622,6503601.73306478,118.59710123376694
745,1320.0,14:aa:ac:fe:27:4f,-94.0,31.0,10.6,5.6,a,26121332,58.66369329214285,16.457183425714284,205.94286024285717,32.0,584529.2739975259,6503523.237252364,100.0
759,1320.0,63:35:fa:c5:7a:89,-97.0,17.0,10.6,0.6,a,26121333,58.66376495333333,16.457168576666664,207.3000031,17.0,584528.239371098,6503531.196450871,129.1549665014884
754,1320.0,56:01:80:05:e1:b7,-94.0,32.4375,10.6,3.2,a,26121335,58.66371727,16.45717096,206.3625031,23.0,584528.4929504663,6503525.890954324,100.0
758,1320.0,5e:56:88:7a:1d:09,-96.0,17.0,10.6,0.6,a,26121337,58.66376495333333,16.457168576666664,207.3000031,49.0,584528.239371098,6503531.196450871,118.59710123376694
766,1320.0,d0:60:03:0f:d6:75,-98.0,8.0,10.6,0.2,a,26121351,58.66368866,16.45717239,205.8000031,14.0,584528.64509824,6503522.707656417,140.6527242105238
753,1320.0,52:d9:e5:be:00:d9,-99.5,17.0,10.6,0.4,a,26121401,58.66368866,16.45717239,205.8000031,0.0,584528.64509824,6503522.707656417,159.84671064343198
757,1320.0,5a:e8:e6:14:9b:ff,-99.0,18.0,10.6,0.2,a,26121412,58.66368866,16.45717239,205.8000031,19.0,584528.64509824,6503522.707656417,153.17404637020798
768,1320.0,d4:5c:f0:4d:b8:06,-98.0,27.0,10.6,0.2,Q_670E335B,26121414,58.66368866,16.45717239,205.8000031,3.0,584528.64509824,6503522.707656417,140.6527242105238
767,1320.0,d3:7a:34:8e:16:cc,-92.0,27.0,10.6,0.2,a,26121421,58.66368866,16.45717239,205.8000031,25.0,584528.64509824,6503522.707656417,84.31909292866256
761,1320.0,65:35:ab:b3:d1:e0,-97.0,18.0,10.6,0.2,a,26121435,58.66368866,16.45717239,205.8000031,5.0,584528.64509824,6503522.707656417,129.1549665014884
748,1320.0,30:af:7e:b0:22:c9,-97.0,21.0,10.6,0.2,a,26121466,58.6633606,16.45750427,200.8000031,13.0,584548.6888246543,6503486.603626116,129.1549665014884
756,1320.0,59:01:d9:e5:c6:7c,-95.0,18.0,10.6,0.4,a,26121467,58.6633606,16.45750427,200.8000031,43.0,584548.6888246543,6503486.603626116,108.90229622637305
764,1320.0,cc:b1:1a:e5:07:f9,-98.0,31.0,10.6,0.4,a,26121470,58.6633606,16.45750427,200.8000031,29.0,584548.6888246543,6503486.603626116,140.6527242105238
765,1320.0,cc:b5:4c:59:79:13,-96.0,30.0,10.6,0.2,a,26121474,58.6633606,16.45750427,200.8000031,57.0,584548.6888246543,6503486.603626116,118.59710123376694
746,1320.0,18:ee:69:06:f1:7a,-94.0,15.0,10.6,0.2,a,26121475,58.6633606,16.45750427,200.8000031,46.0,584548.6888246543,6503486.603626116,100.0
751,1320.0,44:20:a9:69:0c:92,-100.0,18.0,10.6,0.2,a,26121477,58.66441345,16.45787811,208.3000031,16.0,584567.8249081611,6503604.286818638,166.81005372000593
789,1325.0,c5:7b:cc:06:8a:51,-92.0,41.333333333333336,2.1168800000000374,12.6,a,26121504,58.66364482206349,16.4576022415873,200.3269840142857,1.0,584553.6838225251,6503518.369057133,84.31909292866256
790,1325.0,cc:b1:1a:e5:07:f9,-96.0,31.0,10.6,7.0,a,26121505,58.66347994428571,16.457545142,200.68000231142855,29.0,584550.7707926376,6503499.941531726,118.59710123376694
773,1325.0,18:ee:69:06:f1:7a,-96.0,15.0,10.6,0.8,a,26121506,58.6633606,16.45750427,200.8000031,46.0,584548.6888246543,6503486.603626116,118.59710123376694
791,1325.0,cc:b5:4c:59:79:13,-99.0,30.0,10.6,0.2,a,26121508,58.6633606,16.45750427,200.8000031,57.0,584548.6888246543,6503486.603626116,153.17404637020798
771,1325.0,03:87:54:ba:b4:8e,-96.0,31.0,10.6,1.2,a,26121519,58.6633606,16.45750427,200.8000031,19.0,584548.6888246543,6503486.603626116,118.59710123376694
780,1325.0,59:01:d9:e5:c6:7c,-100.0,18.0,10.6,0.6,a,26121526,58.66347631,16.457552590000002,201.00000003333332,43.0,584551.2115941967,6503499.546322033,166.81005372000593
772,1325.0,14:aa:ac:fe:27:4f,-95.0,31.0,10.6,0.6,a,26121537,58.6633606,16.45750427,200.8000031,32.0,584548.6888246543,6503486.603626116,108.90229622637305
794,1325.0,ed:aa:7a:08:7c:b6,-99.0,8.0,10.6,0.2,a,26121549,58.6633606,16.45750427,200.8000031,18.0,584548.6888246543,6503486.603626116,153.17404637020798
775,1325.0,2c:d4:29:7c:6c:0f,-100.0,31.0,10.6,0.6,a,26121550,58.66359202,16.45760091,201.19999696666665,41.0,584553.7343447978,6503512.489019937,166.81005372000593
787,1325.0,75:de:b2:43:80:ec,-100.0,17.0,10.6,0.4,a,26121563,58.6633606,16.45750427,200.8000031,28.0,584548.6888246543,6503486.603626116,166.81005372000593
